Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC-dev,GC-out,GC,Len,MD,PD,Organelle,Origin
NW_012383030.1,0,7,0,0,0,2.48,0,38.05,3.26,0.0,0.0,0,GCA_000233375.4
NW_012381915.1,0,7,0,0,0,0.87,0,41.4,3.34,0.0,0.0,0,GCA_000233375.4
NW_012381768.1,0,7,0,0,0,1.58,0,42.12,3.35,0.0,0.0,0,GCA_000233375.4
NW_012380388.1,0,7,0,0,0,1.75,0,42.29,3.46,0.0,0.0,0,GCA_000233375.4
NW_012378742.1,0,7,0,0,0,8.27,0,32.27,3.6,0.0,0.0,0,GCA_000233375.4
NW_012378016.1,0,7,0,0,0,1.1,0,41.63,3.65,0.0,0.0,0,GCA_000233375.4
NW_012375008.1,7,0,0,0,0,5.71,0,34.83,3.93,0.0,0.0,0,GCA_000233375.4
NW_012366979.1,0,6,1,0,0,3.95,0,36.59,4.93,0.0,0.0,0,GCA_000233375.4
NW_012362846.1,7,0,0,0,0,3.34,0,37.2,6.0,0.0,0.0,0,GCA_000233375.4
NW_012355064.1,0,5,2,0,0,9.03,0,49.57,9.88,0.0,0.0,0,GCA_000233375.4
NW_012351832.1,0,0,0,0,3,1.44,0,39.1,12.4,0.0,2.42,0,GCA_000233375.4
NW_012349409.1,0,0,0,4,1,1.42,0,41.96,15.94,2.51,0.63,0,GCA_000233375.4
NW_012348376.1,0,0,0,5,1,8.5,0,49.04,19.45,2.57,0.51,0,GCA_000233375.4
NW_012348333.1,0,0,0,5,1,1.19,0,41.72,19.64,2.55,0.51,0,GCA_000233375.4
NW_012348258.1,0,0,0,5,1,4.4,0,44.94,20.04,2.49,0.5,0,GCA_000233375.4
NW_012348219.1,0,0,0,5,1,1.87,0,42.4,20.2,2.47,0.49,0,GCA_000233375.4
NW_012347298.1,0,0,0,5,0,0.07,0,40.61,31.49,1.59,0.0,0,GCA_000233375.4
NW_012344448.1,0,0,0,1,0,30.28,1,10.25,40.63,0.25,0.0,0,GCA_000233375.4
NW_012344407.1,0,0,0,1,0,28.01,1,12.53,40.8,0.25,0.0,0,GCA_000233375.4
NW_012344406.1,0,0,0,1,0,31.96,1,8.58,40.81,0.25,0.0,0,GCA_000233375.4
NW_012344382.1,0,0,0,1,0,31.46,1,9.08,40.9,0.24,0.0,0,GCA_000233375.4
NW_012342197.1,0,0,0,0,1,6.32,0,46.86,1.39,0.0,7.22,0,GCA_000233375.4
NW_012342167.1,0,0,0,1,1,36.43,1,4.1,31.71,0.32,0.32,0,GCA_000233375.4
NW_012341927.1,0,0,0,5,1,2.31,0,42.84,19.5,2.56,0.51,0,GCA_000233375.4
NW_012558389.1,0,4,2,0,0,3.53,0,44.07,1.09,0.0,0.0,0,GCA_000233375.4
NW_012557271.1,0,4,2,0,0,3.63,0,44.17,1.1,0.0,0.0,0,GCA_000233375.4
NW_012547398.1,0,5,1,0,0,5.37,0,45.9,1.2,0.0,0.0,0,GCA_000233375.4
NW_012526179.1,0,5,1,0,0,5.62,0,46.15,1.22,0.0,0.0,0,GCA_000233375.4
NW_012524024.1,0,5,1,0,0,6.44,0,46.98,1.22,0.0,0.0,0,GCA_000233375.4
NW_012510846.1,0,5,1,0,0,5.5,0,46.04,1.24,0.0,0.0,0,GCA_000233375.4
NW_012500332.1,0,5,1,0,0,5.34,0,45.88,1.25,0.0,0.0,0,GCA_000233375.4
NW_012476729.1,0,5,1,0,0,4.92,0,45.46,1.3,0.0,0.0,0,GCA_000233375.4
NW_012472577.1,0,5,1,0,0,6.07,0,46.61,1.31,0.0,0.0,0,GCA_000233375.4
NW_012470802.1,0,5,1,0,0,4.76,0,45.3,1.32,0.0,0.0,0,GCA_000233375.4
NW_012469235.1,0,5,1,0,0,4.55,0,45.09,1.32,0.0,0.0,0,GCA_000233375.4
NW_012468761.1,0,5,1,0,0,5.65,0,46.19,1.32,0.0,0.0,0,GCA_000233375.4
NW_012463566.1,0,5,1,0,0,5.15,0,45.68,1.34,0.0,0.0,0,GCA_000233375.4
NW_012457845.1,0,4,2,0,0,1.93,0,42.47,1.37,0.0,0.0,0,GCA_000233375.4
NW_012457558.1,0,5,1,0,0,4.17,0,44.7,1.37,0.0,0.0,0,GCA_000233375.4
NW_012456531.1,0,4,2,0,0,1.89,0,42.43,1.37,0.0,0.0,0,GCA_000233375.4
NW_012455578.1,0,4,2,0,0,2.35,0,42.89,1.38,0.0,0.0,0,GCA_000233375.4
NW_012455505.1,0,5,1,0,0,3.95,0,44.48,1.38,0.0,0.0,0,GCA_000233375.4
NW_012454240.1,0,5,1,0,0,3.83,0,44.36,1.38,0.0,0.0,0,GCA_000233375.4
NW_012454004.1,0,5,1,0,0,4.3,0,44.84,1.39,0.0,0.0,0,GCA_000233375.4
NW_012452768.1,0,5,1,0,0,3.89,0,44.43,1.39,0.0,0.0,0,GCA_000233375.4
NW_012451951.1,0,5,1,0,0,4.12,0,44.66,1.4,0.0,0.0,0,GCA_000233375.4
NW_012450806.1,0,5,1,0,0,4.65,0,45.18,1.4,0.0,0.0,0,GCA_000233375.4
NW_012450190.1,0,5,1,0,0,4.05,0,44.59,1.4,0.0,0.0,0,GCA_000233375.4
NW_012449800.1,0,5,1,0,0,4.7,0,45.23,1.41,0.0,0.0,0,GCA_000233375.4
NW_012449467.1,0,6,0,0,0,6.84,0,47.37,1.41,0.0,0.0,0,GCA_000233375.4
NW_012447830.1,0,5,1,0,0,4.87,0,45.41,1.42,0.0,0.0,0,GCA_000233375.4
NW_012446392.1,0,6,0,0,0,6.62,0,47.16,1.43,0.0,0.0,0,GCA_000233375.4
NW_012445845.1,0,5,1,0,0,4.35,0,44.89,1.43,0.0,0.0,0,GCA_000233375.4
NW_012445746.1,0,5,1,0,0,4.14,0,44.68,1.43,0.0,0.0,0,GCA_000233375.4
NW_012444795.1,0,5,1,0,0,4.44,0,44.98,1.43,0.0,0.0,0,GCA_000233375.4
NW_012444444.1,0,5,1,0,0,4.8,0,45.33,1.44,0.0,0.0,0,GCA_000233375.4
NW_012443450.1,0,5,1,0,0,3.98,0,44.52,1.44,0.0,0.0,0,GCA_000233375.4
NW_012442005.1,0,6,0,0,0,6.53,0,47.07,1.45,0.0,0.0,0,GCA_000233375.4
NW_012441691.1,0,5,1,0,0,3.95,0,44.49,1.45,0.0,0.0,0,GCA_000233375.4
NW_012441105.1,0,5,1,0,0,3.08,0,43.61,1.46,0.0,0.0,0,GCA_000233375.4
NW_012440965.1,0,5,1,0,0,3.66,0,44.2,1.46,0.0,0.0,0,GCA_000233375.4
NW_012440377.1,0,5,1,0,0,4.23,0,44.76,1.46,0.0,0.0,0,GCA_000233375.4
NW_012439637.1,0,5,1,0,0,3.7,0,44.23,1.47,0.0,0.0,0,GCA_000233375.4
NW_012439166.1,0,5,1,0,0,4.42,0,44.96,1.47,0.0,0.0,0,GCA_000233375.4
NW_012438802.1,0,5,1,0,0,3.04,0,43.58,1.47,0.0,0.0,0,GCA_000233375.4
NW_012437540.1,0,5,1,0,0,4.16,0,44.69,1.48,0.0,0.0,0,GCA_000233375.4
NW_012435945.1,0,0,0,0,1,2.82,0,37.72,1.49,0.0,6.71,0,GCA_000233375.4
NW_012435919.1,0,5,1,0,0,3.76,0,44.3,1.49,0.0,0.0,0,GCA_000233375.4
NW_012435766.1,0,5,1,0,0,4.33,0,44.87,1.49,0.0,0.0,0,GCA_000233375.4
NW_012435495.1,0,0,0,0,1,0.05,0,40.59,1.49,0.0,6.7,0,GCA_000233375.4
NW_012434922.1,0,5,1,0,0,2.92,0,43.46,1.5,0.0,0.0,0,GCA_000233375.4
NW_012434658.1,0,0,0,0,1,8.0,0,48.53,1.5,0.0,6.67,0,GCA_000233375.4
NW_012434585.1,0,5,1,0,0,4.06,0,44.6,1.5,0.0,0.0,0,GCA_000233375.4
NW_012434391.1,0,5,1,0,0,3.67,0,44.21,1.5,0.0,0.0,0,GCA_000233375.4
NW_012434285.1,0,0,0,0,1,2.81,0,37.72,1.5,0.0,6.65,0,GCA_000233375.4
NW_012433846.1,0,5,1,0,0,3.75,0,44.29,1.51,0.0,0.0,0,GCA_000233375.4
NW_012433697.1,0,0,0,0,1,7.57,0,48.11,1.51,0.0,6.64,0,GCA_000233375.4
NW_012433255.1,0,5,1,0,0,3.77,0,44.3,1.51,0.0,0.0,0,GCA_000233375.4
NW_012432720.1,0,5,1,0,0,3.98,0,44.52,1.51,0.0,0.0,0,GCA_000233375.4
NW_012431708.1,0,0,0,0,1,5.54,0,35.0,1.52,0.0,6.57,0,GCA_000233375.4
NW_012431686.1,0,5,1,0,0,3.46,0,43.99,1.52,0.0,0.0,0,GCA_000233375.4
NW_012430586.1,0,5,1,0,0,3.13,0,43.67,1.53,0.0,0.0,0,GCA_000233375.4
NW_012430421.1,0,5,1,0,0,3.82,0,44.36,1.53,0.0,0.0,0,GCA_000233375.4
NW_012429545.1,0,6,0,0,0,6.12,0,46.66,1.54,0.0,0.0,0,GCA_000233375.4
NW_012429280.1,0,5,1,0,0,3.92,0,44.46,1.54,0.0,0.0,0,GCA_000233375.4
NW_012428796.1,0,5,1,0,0,3.58,0,44.12,1.55,0.0,0.0,0,GCA_000233375.4
NW_012428506.1,0,5,1,0,0,3.63,0,44.17,1.55,0.0,0.0,0,GCA_000233375.4
NW_012427868.1,0,0,0,0,1,1.49,0,42.03,1.56,0.0,6.43,0,GCA_000233375.4
NW_012426342.1,0,5,1,0,0,3.51,0,44.05,1.57,0.0,0.0,0,GCA_000233375.4
NW_012426184.1,0,5,1,0,0,3.71,0,44.25,1.57,0.0,0.0,0,GCA_000233375.4
NW_012425266.1,0,0,0,1,0,5.23,0,45.76,1.58,6.32,0.0,0,GCA_000233375.4
NW_012424365.1,0,5,1,0,0,1.95,0,42.49,1.59,0.0,0.0,0,GCA_000233375.4
NW_012424257.1,0,5,1,0,0,3.06,0,43.59,1.59,0.0,0.0,0,GCA_000233375.4
NW_012421707.1,0,6,0,0,0,5.29,0,45.83,1.62,0.0,0.0,0,GCA_000233375.4
NW_012421462.1,0,5,1,0,0,3.91,0,44.45,1.62,0.0,0.0,0,GCA_000233375.4
NW_012421359.1,0,5,1,0,0,2.9,0,43.44,1.62,0.0,0.0,0,GCA_000233375.4
NW_012420058.1,0,4,2,0,0,2.36,0,42.89,1.64,0.0,0.0,0,GCA_000233375.4
NW_012419904.1,0,5,1,0,0,2.42,0,42.96,1.64,0.0,0.0,0,GCA_000233375.4
NW_012419586.1,0,4,2,0,0,1.17,0,41.7,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419538.1,0,5,1,0,0,3.08,0,43.62,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419525.1,0,5,1,0,0,2.66,0,43.2,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419307.1,0,5,1,0,0,3.31,0,43.84,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419277.1,0,5,1,0,0,2.88,0,43.42,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419110.1,0,5,1,0,0,3.13,0,43.67,1.65,0.0,0.0,0,GCA_000233375.4
NW_012419067.1,0,5,1,0,0,2.93,0,43.46,1.65,0.0,0.0,0,GCA_000233375.4
NW_012418977.1,0,6,0,0,0,4.71,0,45.25,1.65,0.0,0.0,0,GCA_000233375.4
NW_012418953.1,0,4,2,0,0,0.72,0,41.26,1.65,0.0,0.0,0,GCA_000233375.4
NW_012418939.1,0,5,1,0,0,2.42,0,42.95,1.65,0.0,0.0,0,GCA_000233375.4
NW_012418680.1,0,5,1,0,0,1.98,0,42.51,1.66,0.0,0.0,0,GCA_000233375.4
NW_012418601.1,0,5,1,0,0,3.34,0,43.87,1.66,0.0,0.0,0,GCA_000233375.4
NW_012418491.1,0,5,1,0,0,2.44,0,42.98,1.66,0.0,0.0,0,GCA_000233375.4
NW_012418468.1,0,5,1,0,0,2.5,0,43.04,1.66,0.0,0.0,0,GCA_000233375.4
NW_012418208.1,0,0,0,1,0,6.03,0,46.57,1.66,6.02,0.0,0,GCA_000233375.4
NW_012418160.1,0,5,1,0,0,2.82,0,43.36,1.66,0.0,0.0,0,GCA_000233375.4
NW_012418086.1,0,5,1,0,0,2.61,0,43.15,1.66,0.0,0.0,0,GCA_000233375.4
NW_012417821.1,0,0,0,1,0,5.95,0,46.49,1.67,6.0,0.0,0,GCA_000233375.4
NW_012417682.1,0,5,1,0,0,3.02,0,43.56,1.67,0.0,0.0,0,GCA_000233375.4
NW_012417558.1,0,5,1,0,0,2.13,0,42.67,1.67,0.0,0.0,0,GCA_000233375.4
NW_012417533.1,0,6,0,0,0,4.65,0,45.18,1.67,0.0,0.0,0,GCA_000233375.4
NW_012417372.1,0,5,1,0,0,3.1,0,43.63,1.67,0.0,0.0,0,GCA_000233375.4
NW_012417298.1,6,0,0,0,0,5.82,0,46.36,1.67,0.0,0.0,0,GCA_000233375.4
NW_012416971.1,0,5,1,0,0,2.37,0,42.91,1.68,0.0,0.0,0,GCA_000233375.4
NW_012416836.1,0,5,1,0,0,2.5,0,43.04,1.68,0.0,0.0,0,GCA_000233375.4
NW_012416816.1,0,5,1,0,0,2.98,0,43.51,1.68,0.0,0.0,0,GCA_000233375.4
NW_012416509.1,0,5,1,0,0,2.49,0,43.03,1.69,0.0,0.0,0,GCA_000233375.4
NW_012416466.1,0,5,1,0,0,2.46,0,43.0,1.69,0.0,0.0,0,GCA_000233375.4
NW_012416306.1,0,5,1,0,0,3.48,0,44.02,1.69,0.0,0.0,0,GCA_000233375.4
NW_012415835.1,0,5,1,0,0,2.47,0,43.01,1.7,0.0,0.0,0,GCA_000233375.4
NW_012415720.1,0,5,1,0,0,2.51,0,43.04,1.7,0.0,0.0,0,GCA_000233375.4
NW_012415513.1,0,5,1,0,0,2.52,0,43.06,1.7,0.0,0.0,0,GCA_000233375.4
NW_012415357.1,0,5,1,0,0,3.12,0,43.65,1.7,0.0,0.0,0,GCA_000233375.4
NW_012415113.1,0,5,1,0,0,3.02,0,43.55,1.71,0.0,0.0,0,GCA_000233375.4
NW_012415106.1,0,6,0,0,0,4.95,0,45.49,1.71,0.0,0.0,0,GCA_000233375.4
NW_012415010.1,0,5,1,0,0,2.76,0,43.29,1.71,0.0,0.0,0,GCA_000233375.4
NW_012414894.1,0,5,1,0,0,2.82,0,43.36,1.71,0.0,0.0,0,GCA_000233375.4
NW_012414597.1,0,5,1,0,0,3.48,0,44.02,1.71,0.0,0.0,0,GCA_000233375.4
NW_012414458.1,0,5,1,0,0,2.44,0,42.97,1.72,0.0,0.0,0,GCA_000233375.4
NW_012414446.1,0,5,1,0,0,3.08,0,43.62,1.72,0.0,0.0,0,GCA_000233375.4
NW_012414355.1,0,5,1,0,0,2.59,0,43.12,1.72,0.0,0.0,0,GCA_000233375.4
NW_012414340.1,0,5,1,0,0,2.85,0,43.39,1.72,0.0,0.0,0,GCA_000233375.4
NW_012414097.1,0,5,1,0,0,3.62,0,44.16,1.72,0.0,0.0,0,GCA_000233375.4
NW_012413677.1,0,5,1,0,0,2.6,0,43.14,1.73,0.0,0.0,0,GCA_000233375.4
NW_012413473.1,0,5,1,0,0,2.44,0,42.98,1.73,0.0,0.0,0,GCA_000233375.4
NW_012413346.1,0,5,1,0,0,2.45,0,42.99,1.73,0.0,0.0,0,GCA_000233375.4
NW_012413279.1,0,5,1,0,0,3.7,0,44.23,1.73,0.0,0.0,0,GCA_000233375.4
NW_012413062.1,0,6,0,0,0,4.89,0,45.42,1.74,0.0,0.0,0,GCA_000233375.4
NW_012412976.1,0,5,1,0,0,2.42,0,42.96,1.74,0.0,0.0,0,GCA_000233375.4
NW_012412807.1,0,5,1,0,0,2.31,0,42.85,1.72,0.0,0.0,0,GCA_000233375.4
NW_012412752.1,0,5,1,0,0,2.69,0,43.23,1.74,0.0,0.0,0,GCA_000233375.4
NW_012412681.1,0,5,1,0,0,3.27,0,43.81,1.74,0.0,0.0,0,GCA_000233375.4
NW_012412232.1,0,5,1,0,0,3.3,0,43.84,1.75,0.0,0.0,0,GCA_000233375.4
NW_012412136.1,0,5,1,0,0,1.71,0,42.25,1.75,0.0,0.0,0,GCA_000233375.4
NW_012412015.1,0,6,0,0,0,4.28,0,44.82,1.76,0.0,0.0,0,GCA_000233375.4
NW_012411734.1,0,5,1,0,0,2.99,0,43.53,1.76,0.0,0.0,0,GCA_000233375.4
NW_012411637.1,0,5,1,0,0,2.74,0,43.28,1.76,0.0,0.0,0,GCA_000233375.4
NW_012411333.1,0,5,1,0,0,2.73,0,43.27,1.77,0.0,0.0,0,GCA_000233375.4
NW_012411132.1,0,5,1,0,0,2.63,0,43.17,1.77,0.0,0.0,0,GCA_000233375.4
NW_012411036.1,0,5,1,0,0,1.2,0,41.74,1.77,0.0,0.0,0,GCA_000233375.4
NW_012410973.1,0,5,1,0,0,2.19,0,42.73,1.77,0.0,0.0,0,GCA_000233375.4
NW_012410907.1,0,6,0,0,0,4.4,0,44.93,1.78,0.0,0.0,0,GCA_000233375.4
NW_012410906.1,0,6,0,0,0,4.23,0,44.76,1.78,0.0,0.0,0,GCA_000233375.4
NW_012410892.1,0,5,1,0,0,2.71,0,43.24,1.78,0.0,0.0,0,GCA_000233375.4
NW_012410550.1,0,5,1,0,0,2.54,0,43.07,1.78,0.0,0.0,0,GCA_000233375.4
NW_012410535.1,0,6,0,0,0,4.95,0,45.49,1.78,0.0,0.0,0,GCA_000233375.4
NW_012410489.1,0,6,0,0,0,4.03,0,44.56,1.78,0.0,0.0,0,GCA_000233375.4
NW_012410463.1,0,5,1,0,0,2.01,0,42.54,1.78,0.0,0.0,0,GCA_000233375.4
NW_012410373.1,0,5,1,0,0,2.41,0,42.95,1.79,0.0,0.0,0,GCA_000233375.4
NW_012410094.1,0,6,0,0,0,4.61,0,45.15,1.79,0.0,0.0,0,GCA_000233375.4
NW_012409819.1,0,5,1,0,0,2.54,0,43.07,1.8,0.0,0.0,0,GCA_000233375.4
NW_012409806.1,0,6,0,0,0,4.24,0,44.77,1.8,0.0,0.0,0,GCA_000233375.4
NW_012409746.1,0,5,1,0,0,2.32,0,42.86,1.8,0.0,0.0,0,GCA_000233375.4
NW_012409683.1,0,5,1,0,0,2.96,0,43.5,1.8,0.0,0.0,0,GCA_000233375.4
NW_012409527.1,0,6,0,0,0,4.06,0,44.59,1.8,0.0,0.0,0,GCA_000233375.4
NW_012409115.1,0,5,1,0,0,2.9,0,43.43,1.81,0.0,0.0,0,GCA_000233375.4
NW_012408810.1,0,5,1,0,0,2.92,0,43.45,1.82,0.0,0.0,0,GCA_000233375.4
NW_012408544.1,0,5,1,0,0,1.79,0,42.32,1.82,0.0,0.0,0,GCA_000233375.4
NW_012408466.1,0,6,0,0,0,4.53,0,45.07,1.83,0.0,0.0,0,GCA_000233375.4
NW_012408419.1,0,6,0,0,0,4.42,0,44.96,1.83,0.0,0.0,0,GCA_000233375.4
NW_012408359.1,0,6,0,0,0,4.32,0,44.86,1.83,0.0,0.0,0,GCA_000233375.4
NW_012408115.1,0,5,1,0,0,2.69,0,43.23,1.83,0.0,0.0,0,GCA_000233375.4
NW_012408069.1,0,5,1,0,0,2.83,0,43.37,1.83,0.0,0.0,0,GCA_000233375.4
NW_012408011.1,0,5,1,0,0,1.7,0,42.23,1.83,0.0,0.0,0,GCA_000233375.4
NW_012407962.1,0,5,1,0,0,3.04,0,43.57,1.84,0.0,0.0,0,GCA_000233375.4
NW_012407878.1,0,5,1,0,0,2.55,0,43.09,1.84,0.0,0.0,0,GCA_000233375.4
NW_012407834.1,0,6,0,0,0,4.49,0,45.02,1.84,0.0,0.0,0,GCA_000233375.4
NW_012407293.1,0,6,0,0,0,3.79,0,44.32,1.85,0.0,0.0,0,GCA_000233375.4
NW_012407234.1,0,5,1,0,0,3.09,0,43.63,1.85,0.0,0.0,0,GCA_000233375.4
NW_012407134.1,0,5,1,0,0,3.31,0,43.85,1.85,0.0,0.0,0,GCA_000233375.4
NW_012407114.1,0,6,0,0,0,3.91,0,44.44,1.85,0.0,0.0,0,GCA_000233375.4
NW_012407095.1,0,6,0,0,0,3.78,0,44.31,1.85,0.0,0.0,0,GCA_000233375.4
NW_012407032.1,0,6,0,0,0,4.67,0,45.2,1.86,0.0,0.0,0,GCA_000233375.4
NW_012406942.1,0,5,1,0,0,2.66,0,43.2,1.86,0.0,0.0,0,GCA_000233375.4
NW_012406874.1,0,5,1,0,0,2.64,0,43.17,1.86,0.0,0.0,0,GCA_000233375.4
NW_012406763.1,0,5,1,0,0,2.35,0,42.89,1.86,0.0,0.0,0,GCA_000233375.4
NW_012406697.1,0,5,1,0,0,2.7,0,43.24,1.86,0.0,0.0,0,GCA_000233375.4
NW_012406632.1,0,5,1,0,0,2.3,0,42.84,1.84,0.0,0.0,0,GCA_000233375.4
NW_012406469.1,0,5,1,0,0,3.02,0,43.55,1.87,0.0,0.0,0,GCA_000233375.4
NW_012405721.1,0,6,0,0,0,3.5,0,44.04,1.89,0.0,0.0,0,GCA_000233375.4
NW_012405588.1,0,6,0,0,0,3.48,0,44.02,1.89,0.0,0.0,0,GCA_000233375.4
NW_012405040.1,0,6,0,0,0,4.58,0,45.12,1.9,0.0,0.0,0,GCA_000233375.4
NW_012404960.1,0,6,0,0,0,4.16,0,44.7,1.91,0.0,0.0,0,GCA_000233375.4
NW_012404958.1,0,6,0,0,0,3.9,0,44.44,1.91,0.0,0.0,0,GCA_000233375.4
NW_012404725.1,0,6,0,0,0,3.99,0,44.53,1.91,0.0,0.0,0,GCA_000233375.4
NW_012404684.1,0,6,0,0,0,3.95,0,44.49,1.91,0.0,0.0,0,GCA_000233375.4
NW_012404563.1,0,6,0,0,0,3.62,0,44.15,1.92,0.0,0.0,0,GCA_000233375.4
NW_012404208.1,0,5,1,0,0,1.59,0,42.13,1.93,0.0,0.0,0,GCA_000233375.4
NW_012404178.1,0,6,0,0,0,3.49,0,44.03,1.93,0.0,0.0,0,GCA_000233375.4
NW_012403818.1,0,6,0,0,0,3.47,0,44.01,1.94,0.0,0.0,0,GCA_000233375.4
NW_012403808.1,0,6,0,0,0,2.36,0,42.9,1.94,0.0,0.0,0,GCA_000233375.4
NW_012403772.1,0,6,0,0,0,3.09,0,43.62,1.94,0.0,0.0,0,GCA_000233375.4
NW_012403697.1,0,5,1,0,0,1.55,0,42.08,1.94,0.0,0.0,0,GCA_000233375.4
NW_012403239.1,0,6,0,0,0,3.98,0,44.52,1.95,0.0,0.0,0,GCA_000233375.4
NW_012403153.1,0,6,0,0,0,3.86,0,44.4,1.96,0.0,0.0,0,GCA_000233375.4
NW_012403059.1,0,5,1,0,0,2.13,0,42.67,1.96,0.0,0.0,0,GCA_000233375.4
NW_012402984.1,0,6,0,0,0,3.72,0,44.26,1.96,0.0,0.0,0,GCA_000233375.4
NW_012402963.1,0,6,0,0,0,3.85,0,44.39,1.96,0.0,0.0,0,GCA_000233375.4
NW_012402745.1,0,6,0,0,0,3.33,0,43.87,1.97,0.0,0.0,0,GCA_000233375.4
NW_012402716.1,0,5,1,0,0,1.17,0,41.71,1.97,0.0,0.0,0,GCA_000233375.4
NW_012402645.1,0,5,1,0,0,2.25,0,42.78,1.97,0.0,0.0,0,GCA_000233375.4
NW_012402477.1,0,5,1,0,0,1.94,0,42.47,1.97,0.0,0.0,0,GCA_000233375.4
NW_012402404.1,0,5,1,0,0,1.92,0,42.46,1.98,0.0,0.0,0,GCA_000233375.4
NW_012402371.1,0,5,1,0,0,1.9,0,42.44,1.98,0.0,0.0,0,GCA_000233375.4
NW_012402204.1,0,5,1,0,0,1.14,0,41.68,1.98,0.0,0.0,0,GCA_000233375.4
NW_012402144.1,0,6,0,0,0,3.92,0,44.46,1.98,0.0,0.0,0,GCA_000233375.4
NW_012402104.1,0,5,1,0,0,2.03,0,42.57,1.99,0.0,0.0,0,GCA_000233375.4
NW_012401845.1,0,6,0,0,0,3.67,0,44.2,1.99,0.0,0.0,0,GCA_000233375.4
NW_012401790.1,0,6,0,0,0,3.67,0,44.21,2.0,0.0,0.0,0,GCA_000233375.4
NW_012401732.1,0,6,0,0,0,2.8,0,43.34,2.0,0.0,0.0,0,GCA_000233375.4
NW_012401637.1,0,5,1,0,0,1.63,0,42.17,2.0,0.0,0.0,0,GCA_000233375.4
NW_012401458.1,0,5,1,0,0,1.71,0,42.24,2.0,0.0,0.0,0,GCA_000233375.4
NW_012401403.1,0,5,1,0,0,1.91,0,42.45,2.01,0.0,0.0,0,GCA_000233375.4
NW_012401220.1,0,6,0,0,0,2.93,0,43.47,2.01,0.0,0.0,0,GCA_000233375.4
NW_012401193.1,0,6,0,0,0,3.9,0,44.44,2.01,0.0,0.0,0,GCA_000233375.4
NW_012401180.1,0,5,1,0,0,1.62,0,42.15,2.01,0.0,0.0,0,GCA_000233375.4
NW_012401151.1,0,6,0,0,0,4.03,0,44.57,2.02,0.0,0.0,0,GCA_000233375.4
NW_012401014.1,0,6,0,0,0,3.72,0,44.26,2.02,0.0,0.0,0,GCA_000233375.4
NW_012400972.1,0,6,0,0,0,3.3,0,43.84,2.02,0.0,0.0,0,GCA_000233375.4
NW_012400912.1,0,5,1,0,0,1.63,0,42.17,2.02,0.0,0.0,0,GCA_000233375.4
NW_012400899.1,0,6,0,0,0,3.26,0,43.8,2.02,0.0,0.0,0,GCA_000233375.4
NW_012400801.1,0,5,1,0,0,0.92,0,41.46,2.03,0.0,0.0,0,GCA_000233375.4
NW_012400720.1,0,6,0,0,0,3.33,0,43.86,2.03,0.0,0.0,0,GCA_000233375.4
NW_012400704.1,0,6,0,0,0,3.7,0,44.24,2.03,0.0,0.0,0,GCA_000233375.4
NW_012400699.1,0,5,1,0,0,1.48,0,42.02,2.03,0.0,0.0,0,GCA_000233375.4
NW_012400588.1,0,6,0,0,0,3.91,0,44.44,2.03,0.0,0.0,0,GCA_000233375.4
NW_012400522.1,0,6,0,0,0,3.23,0,43.76,2.04,0.0,0.0,0,GCA_000233375.4
NW_012400503.1,0,5,1,0,0,1.49,0,42.02,2.04,0.0,0.0,0,GCA_000233375.4
NW_012400306.1,0,5,1,0,0,1.49,0,42.03,2.04,0.0,0.0,0,GCA_000233375.4
NW_012400222.1,0,6,0,0,0,2.31,0,42.84,2.05,0.0,0.0,0,GCA_000233375.4
NW_012400199.1,0,6,0,0,0,3.58,0,44.11,2.05,0.0,0.0,0,GCA_000233375.4
NW_012399963.1,0,6,0,0,0,2.75,0,43.29,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399959.1,0,5,1,0,0,0.8,0,39.74,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399877.1,0,6,0,0,0,3.27,0,43.81,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399850.1,0,6,0,0,0,3.64,0,44.17,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399810.1,0,5,1,0,0,1.63,0,42.16,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399807.1,0,6,0,0,0,3.18,0,43.72,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399800.1,0,6,0,0,0,3.3,0,43.84,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399788.1,0,6,0,0,0,2.19,0,42.73,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399764.1,0,6,0,0,0,3.57,0,44.11,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399688.1,0,6,0,0,0,3.43,0,43.97,2.06,0.0,0.0,0,GCA_000233375.4
NW_012399458.1,0,6,0,0,0,2.49,0,43.03,2.07,0.0,0.0,0,GCA_000233375.4
NW_012399436.1,0,6,0,0,0,3.48,0,44.02,2.07,0.0,0.0,0,GCA_000233375.4
NW_012399316.1,0,6,0,0,0,3.21,0,43.74,2.08,0.0,0.0,0,GCA_000233375.4
