Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC,GC-dev,GC-out,Len,MD,PD,Organelle
NC_047039.1,2,2,0,195,36,41.59,5.72,0,115599.62,0.02,0.0,0
NW_022983144.1,2,0,0,0,0,48.0,0.69,0,129.31,0.0,0.0,0
NC_047051.1,6,2,1,113,38,39.21,8.1,0,78151.96,0.01,0.0,0
NC_047048.1,20,5,2,60,17,45.8,1.52,0,86293.99,0.01,0.0,0
NC_047045.1,4,110,0,55,7,39.25,8.07,0,89330.97,0.01,0.0,0
NC_037072.1,0,0,0,25,25,29.25,6.65,1,14.62,17.1,17.1,1
NW_024102807.1,0,4,4,10,25,25.13,10.77,1,28.21,3.54,8.86,0
NW_024102665.1,217,0,0,0,0,44.36,8.46,1,134.48,0.0,0.0,0
NW_024102831.1,81,5,1,0,2,35.35,0.55,0,16704.28,0.0,0.0,0
NW_024102644.1,49,0,0,0,0,36.37,0.47,0,1250.87,0.0,0.0,0
NW_024102770.1,37,0,0,0,0,37.94,2.04,0,51.4,0.0,0.0,0
NW_024102803.1,0,3,2,0,0,42.95,7.06,1,29.24,0.0,0.0,0
NW_024102664.1,14,0,0,0,0,38.33,2.43,1,30.0,0.0,0.0,0
NW_024102826.1,15,5,5,4,4,35.28,0.62,0,23235.41,0.0,0.0,0
NW_024102690.1,0,0,0,7,25,34.73,1.17,0,131.83,0.53,1.9,0
NW_024102752.1,0,23,0,0,0,36.42,0.52,0,64.96,0.0,0.0,0
NW_024102742.1,3,0,0,0,0,28.07,7.83,1,73.81,0.0,0.0,0
NW_024102841.1,9,0,0,3,0,35.24,0.66,0,19273.75,0.0,0.0,0
NW_024102662.1,9,0,0,0,0,35.6,0.3,0,20.0,0.0,0.0,0
NW_024102828.1,31,5,3,1,91,35.31,0.59,0,21513.51,0.0,0.04,0
NW_024102811.1,5,0,0,0,0,35.82,0.07,0,25.74,0.0,0.0,0
NW_024102640.1,4,0,0,0,0,36.45,0.55,0,1461.55,0.0,0.0,0
NW_024102833.1,1,1,0,0,0,35.53,0.37,0,8891.53,0.0,0.0,0
NW_024102639.1,2,0,0,0,0,36.68,0.79,0,1400.12,0.0,0.0,0
NW_024102834.1,96,6,2,9,30,35.01,0.89,0,25009.41,0.0,0.01,0
NW_024102829.1,66,24,4,2,29,35.35,0.55,0,19340.26,0.0,0.01,0
NW_024102816.1,1,0,0,0,0,34.06,1.84,0,23.16,0.0,0.0,0
NW_024102663.1,1,0,0,0,0,37.08,1.18,0,392.0,0.0,0.0,0
NC_007175.2,0,0,0,25,25,38.9,3.7,1,17.25,14.5,14.5,1
NC_035786.1,21,0,0,3,1,34.5,0.71,0,57830.86,0.0,0.0,0
NC_035789.1,2,0,0,2,5,34.79,0.42,0,32650.05,0.0,0.0,0
NC_035784.1,116,19,4,53,24,35.02,0.19,0,98698.42,0.01,0.0,0
NC_035781.1,20,0,0,1,106,35.2,0.01,0,61752.96,0.0,0.02,0
NC_035788.1,7,0,0,83,48,34.42,0.79,0,104168.04,0.01,0.0,0
NC_035787.1,16,44,1,14,56,34.64,0.57,0,75944.02,0.0,0.01,0
NC_004593.1,0,0,0,25,25,43.88,0.55,0,16.7,14.97,14.97,1
NC_047588.1,5,123,2,20,10,41.97,1.36,0,45703.41,0.0,0.0,0
NC_047587.1,18,70,2,17,7,41.95,1.39,0,47534.88,0.0,0.0,0
NW_022995046.1,26,0,0,0,0,45.8,2.47,1,21.43,0.0,0.0,0
NW_022995024.1,0,11,2,0,0,47.0,3.67,1,229.0,0.0,0.0,0
NC_047586.1,10,4,0,8,3,42.38,0.95,0,28550.13,0.0,0.0,0
NC_047584.1,34,2,1,72,6,42.13,1.2,0,34844.51,0.02,0.0,0
NC_047593.1,62,0,0,32,6,42.76,0.57,0,22595.82,0.01,0.0,0
NC_047591.1,3,62,2,31,6,42.85,0.48,0,25372.64,0.01,0.0,0
NC_047589.1,49,1,1,37,15,41.89,1.44,0,32541.83,0.01,0.0,0
NC_047580.1,10,95,1,43,10,42.12,1.21,0,37358.14,0.01,0.0,0
NC_047577.1,1,0,0,42,8,42.89,0.44,0,26064.39,0.02,0.0,0
NC_047573.1,77,9,2,27,6,42.26,1.07,0,38248.26,0.01,0.0,0
NC_047570.1,76,0,0,31,6,41.99,1.34,0,39970.75,0.01,0.0,0
NC_047569.1,136,2,2,32,8,42.13,1.2,0,43167.73,0.01,0.0,0
NC_027937.1,0,0,0,25,25,22.99,14.14,1,15.85,15.78,15.78,1
NW_022995738.1,0,234,126,12,19,39.08,1.95,0,1561.11,0.08,0.12,0
NC_047630.1,0,16,7,34,100,36.8,0.33,0,3955.12,0.09,0.25,0
NC_007945.1,1,2,2,75,75,40.57,6.79,0,105.34,7.12,7.12,1
NC_005087.1,4,6,6,75,75,28.53,5.25,0,122.89,6.1,6.1,1
NW_020158834.1,0,0,0,22,0,41.99,8.21,1,21.54,10.21,0.0,0
NW_020159024.1,0,0,0,0,27,35.45,1.67,0,59.31,0.0,4.55,0
NW_020158857.1,2,0,0,0,0,48.99,15.21,1,12.67,0.0,0.0,0
NW_020159070.1,0,1,0,0,0,50.72,16.94,1,4.01,0.0,0.0,0
NW_020158824.1,0,1,0,0,0,21.19,12.59,1,2.88,0.0,0.0,0
NW_020158790.1,0,1,0,0,0,43.86,10.08,1,3.19,0.0,0.0,0
NW_020158779.1,0,1,0,0,0,44.33,10.55,1,3.42,0.0,0.0,0
NC_037277.1,3,1,1,3,66,32.88,0.9,0,11183.74,0.0,0.06,0
NW_020158836.1,1,0,0,0,0,31.44,2.34,0,20.48,0.0,0.0,0
NW_020158795.1,0,1,0,0,0,38.11,4.33,0,3.69,0.0,0.0,0
NC_037274.1,19,0,0,47,0,33.18,0.6,0,15354.56,0.03,0.0,0
NC_037267.1,13,0,0,87,150,33.06,0.72,0,17009.71,0.05,0.09,0
NC_037261.1,2,2,2,0,45,33.36,0.41,0,17794.19,0.0,0.03,0
NC_028083.1,0,0,0,25,25,46.69,8.0,1,16.64,15.02,15.02,1
NW_020963029.1,0,6,0,0,0,61.18,22.5,1,32.75,0.0,0.0,0
NW_020963013.1,0,3,0,0,0,49.6,10.92,1,44.57,0.0,0.0,0
NC_007758.1,0,0,0,25,25,19.48,13.87,1,39.58,6.32,6.32,1
NC_007344.1,8,3,0,127,150,34.16,0.81,0,2540.03,0.5,0.59,0
NW_876245.1,2,2,2,50,76,33.87,0.52,0,1317.24,0.38,0.58,0
NW_876244.1,4,4,1,0,25,33.63,0.28,0,570.49,0.0,0.44,0
NW_876246.1,6,1,1,15,112,33.95,0.6,0,1835.84,0.08,0.61,0
NC_008416.1,0,0,0,25,25,40.39,2.58,0,16.68,14.99,14.99,1
NC_045605.1,11,14,11,214,16,42.52,0.44,0,113586.64,0.02,0.0,0
NC_045613.1,0,2,2,0,0,38.67,4.29,0,3986.57,0.0,0.0,0
NC_045595.1,7,30,27,232,80,40.87,2.09,0,216121.39,0.01,0.0,0
NW_023365543.1,2,0,0,0,0,43.54,0.58,0,42.59,0.0,0.0,0
NC_045611.1,8,7,6,93,30,45.73,2.77,0,60388.32,0.02,0.0,0
NC_045599.1,9,18,16,154,51,39.91,3.05,0,154431.51,0.01,0.0,0
NC_045598.1,24,19,19,180,53,41.21,1.76,0,191600.67,0.01,0.0,0
NC_045596.1,2,26,22,147,29,38.78,4.19,0,203405.71,0.01,0.0,0
NC_045612.1,3,18,16,114,23,39.64,3.33,0,129409.74,0.01,0.0,0
NC_045608.1,7,17,14,60,26,42.31,0.65,0,94255.71,0.01,0.0,0
NW_024467188.1,0,0,0,25,25,37.62,3.25,0,4.85,51.59,51.59,0
NC_001573.1,0,0,0,25,25,36.98,3.89,0,17.55,14.24,14.24,1
NW_024467171.1,0,0,0,23,2,41.13,0.26,0,22.09,10.41,0.91,0
NC_054381.1,6,88,2,28,60,38.98,1.9,0,164223.6,0.0,0.0,0
NC_054382.1,30,11,3,24,63,39.09,1.78,0,137316.29,0.0,0.0,0
NC_054380.1,34,2,0,22,58,39.24,1.63,0,143394.11,0.0,0.0,0
NW_024467174.1,0,0,0,17,1,41.92,1.05,0,18.04,9.43,0.55,0
NC_054383.1,108,2,0,2509,223,39.5,1.37,0,139837.62,0.18,0.02,0

NC_054386.1,25,1,0,1919,161,39.94,0.93,0,103977.86,0.18,0.02,0
NC_054377.1,154,346,2,79,43,39.4,1.48,0,155250.56,0.01,0.0,0
NC_054376.1,486,2,1,56,119,39.33,1.54,0,131962.82,0.0,0.01,0
NC_054375.1,426,68,30,37,123,39.32,1.55,0,161426.1,0.0,0.01,0
NC_054387.1,137,221,1,2480,159,40.04,0.83,0,137811.82,0.18,0.01,0
NC_054388.1,48,0,0,2101,132,40.16,0.71,0,117266.29,0.18,0.01,0
NC_054385.1,44,11,2,2066,153,39.6,1.27,0,135449.14,0.15,0.01,0
NC_054384.1,16,18,0,2015,101,39.62,1.25,0,113060.39,0.18,0.01,0
NC_054373.1,25,153,3,117,93,39.02,1.85,0,191000.15,0.01,0.0,0
NC_054371.1,85,8,2,114,169,38.85,2.02,0,233740.09,0.0,0.01,0
NC_054378.1,60,8,1,85,52,39.52,1.35,0,132731.18,0.01,0.0,0
NC_016005.1,2,6,6,564,482,44.27,8.14,1,1555.94,3.62,3.1,1
NC_007144.1,3,6,6,100,100,37.08,0.94,0,155.29,6.44,6.44,1
NW_022279544.1,0,97,2,0,0,53.46,17.32,1,29.35,0.0,0.0,0
NC_016004.1,0,0,0,25,7,44.63,8.49,1,83.82,2.98,0.84,1
NW_022279536.1,0,19,2,0,0,56.36,20.22,1,71.81,0.0,0.0,0
NW_022279578.1,0,15,6,0,0,43.73,7.59,1,162.65,0.0,0.0,0
NW_022279561.1,0,0,0,25,0,31.43,4.71,1,208.47,1.2,0.0,0
NW_022279513.1,0,10,1,0,0,42.09,5.95,1,138.2,0.0,0.0,0
NW_022279575.1,0,0,0,0,30,34.37,1.77,0,170.11,0.0,1.76,0
NC_026656.2,51,17,6,247,903,32.38,3.75,0,24837.04,0.1,0.36,0
NC_026657.2,77,6,3,331,1197,32.3,3.84,0,40877.38,0.08,0.29,0
NC_026659.2,68,15,3,337,801,32.54,3.6,0,31913.68,0.11,0.25,0
NW_022279555.1,0,0,0,0,25,36.52,0.38,0,270.19,0.0,0.93,0
NC_026660.2,51,4,1,214,841,32.55,3.59,0,31125.84,0.07,0.27,0
NC_026655.2,59,6,2,165,981,32.63,3.51,0,32926.27,0.05,0.3,0
NW_022279549.1,1,0,0,0,25,35.24,0.9,0,470.09,0.0,0.53,0
NC_026658.2,32,12,8,89,789,32.84,3.3,0,26827.76,0.03,0.29,0
NW_022279550.1,0,0,0,0,14,34.8,1.33,0,363.07,0.0,0.39,0
NC_026661.2,35,1,0,91,497,32.76,3.38,0,22466.73,0.04,0.22,0
NW_022279580.1,0,1,0,0,0,32.08,4.06,1,260.02,0.0,0.0,0
NW_022279574.1,0,0,0,0,8,36.33,0.19,0,168.12,0.0,0.48,0
NW_022279570.1,0,0,0,0,8,37.17,1.03,0,174.99,0.0,0.46,0
NW_022279567.1,0,0,0,0,8,36.45,0.31,0,175.18,0.0,0.46,0
NC_015303.1,0,0,0,25,13,30.92,9.27,1,5.96,41.96,21.82,1
NC_030892.1,0,1,1,25,25,14.35,7.29,1,30.86,8.1,8.1,1
NC_036161.2,1,0,0,25,50,21.84,0.19,0,659.51,0.38,0.76,0
NC_036164.2,2,3,0,26,54,21.99,0.34,0,984.27,0.26,0.55,0
NC_036162.2,2,0,0,0,25,21.99,0.35,0,712.33,0.0,0.35,0
NC_036167.2,1,0,0,26,75,22.0,0.35,0,1633.59,0.16,0.46,0
NC_036172.2,3,0,0,38,70,22.23,0.59,0,2549.7,0.15,0.27,0
NC_036170.2,2,3,1,29,51,22.0,0.35,0,1807.26,0.16,0.28,0
NC_036168.2,4,3,0,50,20,22.38,0.74,0,1640.19,0.3,0.12,0
NC_036160.2,2,0,0,0,0,22.11,0.47,0,622.51,0.0,0.0,0
NC_036169.2,7,0,0,23,25,21.91,0.27,0,1762.64,0.13,0.14,0
NC_036166.2,4,0,0,20,25,21.78,0.14,0,1420.54,0.14,0.18,0
NC_031401.1,0,1,1,25,25,13.7,6.59,1,34.33,7.28,7.28,1
NC_041777.1,5,4,3,50,40,25.33,5.05,1,1341.93,0.37,0.3,0
NC_041780.1,1,0,0,0,25,26.96,6.68,1,862.29,0.0,0.29,0
NC_041778.1,1,0,0,25,50,26.15,5.87,1,1076.83,0.23,0.46,0
NC_041782.1,2,0,0,0,51,23.92,3.64,1,2818.52,0.0,0.18,0
NC_041783.1,1,0,0,25,74,25.96,5.68,1,2312.28,0.11,0.32,0
NC_041775.1,4,1,1,20,0,24.54,4.26,1,1381.52,0.14,0.0,0
NC_041788.1,3,0,0,38,79,25.15,4.87,1,3564.28,0.11,0.22,0
NC_041784.1,3,5,4,30,53,24.91,4.63,1,2219.08,0.14,0.24,0
NC_041785.1,5,1,1,25,0,25.04,4.75,1,2721.16,0.09,0.0,0
NC_041776.1,1,0,0,0,0,26.66,6.37,1,813.52,0.0,0.0,0
NC_041787.1,1,3,0,25,30,24.45,4.17,1,3023.69,0.08,0.1,0
NC_041786.1,5,0,0,7,58,25.62,5.34,1,3436.77,0.02,0.17,0
NC_006924.1,0,0,0,25,25,43.25,2.68,0,16.54,15.11,15.11,1
NC_051334.1,0,3,2,21,67,33.55,7.03,1,193839.93,0.0,0.0,0
NC_051335.1,1,0,0,3,8,19.56,21.02,1,55058.54,0.0,0.0,0
NW_023637637.1,1,0,0,0,0,65.32,24.75,1,61.55,0.0,0.0,0
NW_023637624.1,0,0,0,1,0,22.49,18.09,1,7594.0,0.0,0.0,0
NC_051329.1,3,0,0,1,6,43.99,3.42,0,32044.9,0.0,0.0,0
NW_023637577.1,0,5,1,2,1,41.1,0.52,0,5475.48,0.0,0.0,0
NW_023637623.1,1,0,0,0,0,48.41,7.83,1,1121.93,0.0,0.0,0
NC_051312.1,10,4,2,312,44,39.87,0.71,0,156663.62,0.02,0.0,0
NW_023637581.1,0,3,2,0,0,38.8,1.78,0,2744.25,0.0,0.0,0
NC_051308.1,56,3,0,285,112,40.05,0.53,0,248084.73,0.01,0.0,0
NC_051307.1,4,2,2,361,120,38.97,1.61,0,250664.78,0.01,0.0,0
NC_051318.1,4,1,0,156,7,37.25,3.33,0,102976.32,0.02,0.0,0
NC_051317.1,0,1,0,138,34,38.43,2.15,0,90811.02,0.02,0.0,0
NC_051309.1,2,8,2,294,80,37.79,2.79,0,223233.33,0.01,0.0,0
NC_051326.1,3,1,0,106,31,40.12,0.45,0,64556.0,0.02,0.0,0
NC_051314.1,3,2,1,159,50,39.88,0.7,0,146178.36,0.01,0.0,0
NC_051313.1,99,3,2,146,47,39.08,1.5,0,156022.98,0.01,0.0,0
NC_051311.1,15,3,1,183,68,38.61,1.97,0,168700.19,0.01,0.0,0
NC_051310.1,21,13,1,182,51,39.94,0.64,0,196373.31,0.01,0.0,0
NW_023637621.1,0,0,0,0,1,43.14,2.56,0,3090.29,0.0,0.0,0
NW_023637615.1,0,0,0,1,0,36.97,3.61,0,3641.0,0.0,0.0,0
NW_023637607.1,0,0,0,1,0,39.21,1.36,0,7803.0,0.0,0.0,0
NC_051332.1,0,2,0,25,1,33.8,6.78,1,17351.55,0.01,0.0,0
NC_051330.1,9,6,1,52,0,38.48,2.1,0,25766.29,0.02,0.0,0
NC_051319.1,0,0,0,129,42,38.37,2.21,0,100229.14,0.01,0.0,0
NC_051316.1,1,4,0,109,58,39.97,0.61,0,132469.14,0.01,0.0,0
NC_051315.1,3,3,3,107,58,38.91,1.67,0,135328.28,0.01,0.0,0
NC_014574.1,0,0,0,25,25,22.02,18.47,1,15.59,16.04,16.04,1
NC_051863.1,140,39,6,1372,826,36.28,32.73,1,201550.68,0.07,0.04,0
NC_051862.1,193,127,6,1262,945,36.39,32.84,1,225161.84,0.06,0.04,0
NC_051861.1,140,18,1,836,545,35.19,31.64,1,132876.17,0.06,0.04,0
NC_000895.1,1,2,2,50,50,27.43,0.56,0,55.56,9.0,9.0,1
NC_007091.3,13,0,0,0,45,22.4,4.47,0,5125.35,0.0,0.09,0
NW_003102029.1,0,3,0,0,0,27.55,0.69,0,39.8,0.0,0.0,0
NW_003102030.1,2,0,0,0,0,22.01,4.86,0,2.53,0.0,0.0,0
NW_003102051.1,1,0,0,0,0,26.14,0.72,0,9.51,0.0,0.0,0
NC_001601.1,0,0,0,25,25,40.65,1.64,0,16.4,15.24,15.24,1
NW_023503254.1,0,0,0,25,25,40.68,1.67,0,43.22,5.78,5.78,0
NW_023503249.1,0,0,0,25,3,44.97,5.96,1,77.56,3.22,0.39,0
NC_045801.1,11,3,2,12,6,39.58,0.57,0,81207.22,0.0,0.0,0
NW_023503203.1,4,0,0,0,0,46.49,7.48,1,37.34,0.0,0.0,0
NC_045799.1,23,6,3,55,31,45.2,6.19,1,88470.55,0.01,0.0,0
NC_045790.1,8,2,0,198,38,40.77,1.76,0,116510.02,0.02,0.0,0
NC_045788.1,10,5,5,197,60,38.78,0.22,0,144968.59,0.01,0.0,0
NC_045806.1,13,1,1,68,29,35.68,3.33,0,128877.15,0.01,0.0,0
NC_045803.1,20,2,0,235,93,44.59,5.58,1,60735.21,0.04,0.02,0
NW_023500906.1,0,0,0,25,14,18.82,18.88,1,37.65,6.64,3.72,1
NC_050722.1,9,21,0,80,75,40.52,2.82,0,1312.97,0.61,0.57,0
NC_050723.1,8,0,0,46,98,40.14,2.44,0,1260.48,0.36,0.78,0
NC_050724.1,9,2,1,28,52,40.08,2.39,0,1250.11,0.22,0.42,0
NC_050719.1,8,0,0,38,49,39.81,2.11,0,1813.88,0.21,0.27,0
NC_050721.1,8,0,0,12,75,39.9,2.2,0,1318.12,0.09,0.57,0
NC_050720.1,13,0,0,12,53,39.83,2.13,0,1411.21,0.09,0.38,0
NC_050726.1,5,5,0,25,11,40.16,2.47,0,885.38,0.28,0.12,0
NC_027416.1,0,1,1,25,25,25.39,17.82,1,29.91,8.36,8.36,1
NW_024067611.1,0,0,0,25,0,49.01,5.8,0,135.99,1.84,0.0,0
NW_024067591.1,1,3,0,25,25,49.39,6.18,0,290.74,0.86,0.86,0
NW_024067594.1,1,2,0,0,30,49.91,6.7,0,270.23,0.0,1.11,0
NW_024067592.1,0,3,0,0,25,49.35,6.14,0,276.71,0.0,0.9,0
NW_024067579.1,8,0,0,0,25,49.4,6.19,0,635.39,0.0,0.39,0
NW_024067566.1,8,4,0,50,96,49.39,6.17,0,2511.25,0.2,0.38,0
NW_024067585.1,0,0,0,18,0,49.41,6.2,0,402.8,0.45,0.0,0
NW_024067571.1,2,0,0,0,25,47.8,4.59,0,809.14,0.0,0.31,0
NW_024067612.1,0,6,0,0,0,48.08,4.87,0,122.26,0.0,0.0,0
NW_024067599.1,3,2,0,0,0,48.79,5.58,0,233.35,0.0,0.0,0
NW_024067570.1,3,1,0,25,30,48.85,5.64,0,863.43,0.29,0.35,0
NW_024067625.1,0,4,0,0,0,45.94,2.73,0,40.04,0.0,0.0,0
NW_024067619.1,0,4,0,0,0,47.41,4.2,0,73.41,0.0,0.0,0
NW_024067582.1,1,0,0,50,4,48.77,5.56,0,485.68,1.03,0.08,0
NW_024067574.1,2,2,0,0,0,49.19,5.98,0,702.02,0.0,0.0,0
NW_024067573.1,0,0,0,0,19,48.53,5.32,0,718.61,0.0,0.26,0
NW_024067606.1,3,0,0,0,0,46.91,3.7,0,162.83,0.0,0.0,0
NW_024067630.1,0,2,0,0,0,49.77,6.56,0,23.41,0.0,0.0,0
NW_024067627.1,0,2,0,0,0,46.83,3.62,0,32.82,0.0,0.0,0
NW_024067614.1,2,0,0,0,0,45.46,2.25,0,95.89,0.0,0.0,0
NW_024067608.1,1,1,0,0,0,49.56,6.34,0,153.1,0.0,0.0,0
NW_024067607.1,2,0,0,0,0,49.29,6.08,0,155.6,0.0,0.0,0
NW_024067593.1,2,0,0,0,0,49.2,5.99,0,272.12,0.0,0.0,0
NW_024067586.1,1,1,0,0,0,48.89,5.68,0,395.53,0.0,0.0,0
NW_024067572.1,0,0,0,16,25,48.85,5.64,0,761.38,0.21,0.33,0
NW_024067643.1,0,1,0,0,0,47.42,4.21,0,2.81,0.0,0.0,0
NW_024067640.1,0,1,0,0,0,47.18,3.97,0,7.09,0.0,0.0,0
NW_024067635.1,0,1,0,0,0,46.63,3.42,0,15.94,0.0,0.0,0
NW_024067633.1,0,1,0,0,0,47.51,4.3,0,17.59,0.0,0.0,0
NW_024067629.1,0,1,0,0,0,43.18,0.03,0,25.41,0.0,0.0,0
NW_024067615.1,0,1,0,0,0,48.43,5.22,0,92.37,0.0,0.0,0
NW_024067605.1,1,0,0,0,0,48.71,5.5,0,162.93,0.0,0.0,0
NW_024067597.1,0,1,0,0,0,41.74,1.47,0,244.51,0.0,0.0,0
NW_024067587.1,0,1,0,0,0,46.29,3.08,0,380.6,0.0,0.0,0
NW_024067578.1,1,0,0,25,8,49.51,6.29,0,636.84,0.39,0.13,0
NW_024067575.1,1,0,0,6,34,48.96,5.75,0,683.33,0.09,0.5,0
NW_024067569.1,1,0,0,11,25,47.4,4.19,0,882.76,0.12,0.28,0
NC_037785.1,0,0,0,25,25,41.46,2.53,0,15.69,15.93,15.93,1
NC_054757.1,14,13,1,5,38,36.6,2.33,0,24540.59,0.0,0.02,0
NC_054750.1,17,0,0,9,59,36.43,2.49,0,36215.76,0.0,0.02,0
NC_001320.1,3,6,6,75,75,38.99,7.1,1,134.53,5.58,5.58,1
NC_011033.1,5,4,4,231,224,43.85,2.24,0,490.52,4.71,4.57,1
NC_029267.1,24,3,3,626,863,43.0,3.09,0,27531.86,0.23,0.31,0
NC_029258.1,36,3,2,427,847,43.68,2.41,0,36413.82,0.12,0.23,0
NC_029256.1,54,1,1,370,1052,43.76,2.33,0,43270.92,0.09,0.24,0
NC_029264.1,20,15,0,262,608,43.51,2.58,0,23012.72,0.11,0.26,0
NC_029259.1,27,9,9,345,791,44.23,1.86,0,35502.69,0.1,0.22,0
NC_029265.1,18,8,8,287,478,43.55,2.54,0,23207.29,0.12,0.21,0
NC_029263.1,26,3,3,187,702,43.38,2.71,0,28443.02,0.07,0.25,0
NC_029257.1,36,6,4,294,718,43.32,2.77,0,35937.25,0.08,0.2,0
NC_029266.1,16,226,19,206,495,42.89,3.2,0,29021.11,0.07,0.17,0
NC_029262.1,16,1,1,223,529,43.49,2.6,0,29697.62,0.08,0.18,0
NC_029261.1,15,2,2,205,585,43.58,2.51,0,31248.79,0.07,0.19,0
NC_029260.1,35,2,2,135,469,43.94,2.15,0,29958.44,0.05,0.16,0
NC_016687.1,0,1,1,50,25,32.61,13.02,1,53.75,9.3,4.65,1
NW_017387867.1,0,19,2,0,0,52.0,6.37,1,50.91,0.0,0.0,0
NC_031684.1,11,8,0,0,0,48.16,2.53,0,2262.01,0.0,0.0,0
NC_031679.1,5,3,0,1,75,48.77,3.14,0,4246.27,0.0,0.18,0
NC_031685.1,7,6,0,0,0,47.68,2.05,0,2040.85,0.0,0.0,0
NC_031680.1,8,5,0,0,0,48.78,3.15,0,3901.72,0.0,0.0,0
NC_031675.1,11,4,0,113,130,48.89,3.26,0,6219.22,0.18,0.21,0
NC_031683.1,3,4,0,0,42,48.62,2.99,0,2757.83,0.0,0.15,0
NW_017387866.1,0,2,0,0,0,46.02,0.39,0,92.06,0.0,0.0,0
NC_031676.1,15,5,1,66,60,48.82,3.19,0,4690.09,0.14,0.13,0
NW_017387865.1,0,1,0,0,0,46.29,0.66,0,95.91,0.0,0.0,0
NC_031677.1,2,14,0,65,42,48.73,3.1,0,4643.53,0.14,0.09,0
NC_023977.1,0,0,0,25,25,45.58,3.55,1,16.49,15.16,15.16,1
NW_022872845.1,0,11,4,0,0,46.89,4.86,1,100.68,0.0,0.0,0
NW_022872855.1,0,6,0,0,0,49.01,6.98,1,20.3,0.0,0.0,0
NW_022872900.1,0,1,1,1,0,52.35,10.33,1,7.94,1.26,0.0,0
NW_022872898.1,32,3,0,0,0,41.99,0.03,0,574.81,0.0,0.0,0
NW_022872935.1,0,4,3,0,0,46.32,4.29,1,31.39,0.0,0.0,0
NC_046655.1,20,7,1,1,1,40.77,1.25,0,16453.79,0.0,0.0,0
NW_022872863.1,0,0,0,10,0,42.42,0.39,0,54.33,1.84,0.0,0
NW_022872939.1,0,0,0,12,1,24.9,17.13,1,2171.14,0.06,0.0,0
NW_022872922.1,0,9,2,0,0,43.12,1.09,0,67.14,0.0,0.0,0
NW_022872887.1,10,0,0,0,0,44.39,2.36,0,290.35,0.0,0.0,0
NW_022872909.1,7,1,0,0,0,42.26,0.23,0,115.23,0.0,0.0,0
NC_046656.1,9,9,3,61,6,38.64,3.39,1,21328.62,0.03,0.0,0
NW_022872886.1,4,0,0,0,0,41.11,0.91,0,60.78,0.0,0.0,0
NW_022872870.1,3,1,0,0,0,42.74,0.71,0,58.21,0.0,0.0,0
NW_022872865.1,3,1,0,0,0,41.46,0.57,0,29.61,0.0,0.0,0
NC_046652.1,1,9,2,47,6,38.74,3.29,1,20063.46,0.02,0.0,0
NC_046646.1,20,29,8,63,11,39.32,2.71,0,24807.2,0.03,0.0,0
NW_022872933.1,2,0,0,0,0,42.68,0.65,0,27.81,0.0,0.0,0
NW_022872917.1,0,1,1,0,0,43.24,1.21,0,179.24,0.0,0.0,0
NW_022872912.1,2,0,0,0,0,42.45,0.42,0,128.93,0.0,0.0,0
NW_022872873.1,0,0,0,6,3,41.63,0.4,0,85.92,0.7,0.35,0
NW_022872861.1,1,0,0,9,0,43.2,1.17,0,364.24,0.25,0.0,0
NW_022872857.1,0,1,1,0,0,43.62,1.6,0,44.36,0.0,0.0,0
NW_022872848.1,2,0,0,0,0,42.65,0.62,0,35.47,0.0,0.0,0
NC_046645.1,16,17,2,60,11,39.78,2.25,0,27498.26,0.02,0.0,0
NC_046639.1,48,10,1,51,13,39.23,2.79,0,26713.21,0.02,0.0,0
NC_046638.1,39,11,5,41,4,40.46,1.57,0,25090.31,0.02,0.0,0
NW_022872936.1,1,0,0,0,0,41.79,0.24,0,48.27,0.0,0.0,0
NW_022872894.1,1,0,0,0,0,42.39,0.36,0,21.27,0.0,0.0,0
NW_022872893.1,1,0,0,0,0,42.7,0.67,0,135.33,0.0,0.0,0
NW_022872892.1,0,1,0,0,0,41.52,0.51,0,35.66,0.0,0.0,0
NW_022872880.1,0,1,0,0,0,43.17,1.14,0,63.56,0.0,0.0,0
NC_046633.1,12,16,5,45,13,39.96,2.07,0,26083.87,0.02,0.0,0
NC_029359.1,0,0,0,25,25,44.5,6.46,0,18.22,13.72,13.72,1
NW_023618161.1,0,0,0,25,25,43.95,7.01,0,45.26,5.52,5.52,0
NW_023618246.1,0,0,0,25,0,62.96,12.01,1,65.73,3.8,0.0,0
NW_023618237.1,0,0,0,50,12,48.39,2.57,0,89.61,5.58,1.34,0
NW_023618188.1,0,0,0,25,0,55.71,4.76,0,29.28,8.54,0.0,0
NW_023618249.1,0,0,0,25,0,58.06,7.11,0,59.08,4.23,0.0,0
NC_051209.1,0,1,0,520,142,38.34,12.61,1,25584.52,0.2,0.06,0
NC_051201.1,10,0,0,0,0,42.18,8.77,1,23311.2,0.0,0.0,0
NC_051188.1,14,1,0,231,42,40.19,10.77,1,122153.55,0.02,0.0,0
NC_051189.1,18,2,2,265,34,41.44,9.52,1,121276.79,0.02,0.0,0
NC_051192.1,5,2,2,201,38,40.56,10.39,1,91094.85,0.02,0.0,0
NC_051207.1,0,0,0,50,25,57.72,6.76,0,485.43,1.03,0.52,0
NC_051193.1,9,0,0,141,32,42.29,8.66,1,72902.64,0.02,0.0,0
NC_051208.1,20,0,0,25,0,55.86,4.9,0,425.07,0.59,0.0,0
